species,taxonKeys,Kingdom,Phylum,Class,Order,Family,Genus
Chaetura vauxi,5228612,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura
Glaucidium gnoma,9616953,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium
Tamias townsendii,2437449,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias
Tamiasciurus douglasii,2437281,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus
Thamnophis ordinoides,2457636,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis
Ariolimax columbianus,2294090,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax
Arion rufus,2294103,Animalia,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion
Monadenia fidelis,5191176,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Monadenia
Cenopis pettitana,1747196,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis
Elliptio complanata,2288334,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Elliptio
Lampsilis cardium,2288163,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Lampsilis
Obovaria olivaria,2288371,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Obovaria
Acericecis ocellaris,1596254,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Acericecis
Chrysopilus thoracicus,5079029,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,Chrysopilus
Megatibicen auletes,9592223,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Megatibicen
Pachycondyla chinensis,1319870,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla
Scolia bicincta,9150240,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Scolia
Telmatoscopus albipunctata,5981282,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Telmatoscopus
Trypoxylon politum,8107175,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Trypoxylon
Kukulcania hibernalis,2167609,Animalia,Arthropoda,NA,Araneae,Filistatidae,Kukulcania
Neoscona domiciliorum,2158858,Animalia,Arthropoda,NA,Araneae,Araneidae,Neoscona
Gambusia holbrooki,2350570,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia
Acris crepitans,2427616,Animalia,Chordata,Amphibia,Anura,Hylidae,Acris
Andricus kingi,1309594,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus
Cynips douglasi,1309670,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Cynips
Lycaena helloides,5714572,Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,Fabricius
Peponapis pruinosa,1339646,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Peponapis
Colonus hesperus,8217818,Animalia,Arthropoda,NA,Araneae,Salticidae,Colonus
Anas querquedula,2498083,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas
Pica nuttalli,5229489,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica
Achlyodes thraso,1945477,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Achlyodes
Amblyscirtes celia,4301809,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Amblyscirtes
Asterocampa leilia,1898414,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Asterocampa
Ceratomia undulosa,1861887,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Ceratomia
Ctenolepisma longicaudata,1421100,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma
Danaus eresimus,5714302,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus
Erinnyis obscura,1864352,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Erinnyis
Eupackardia calleta,1866601,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Eupackardia
Halysidota schausi,1814359,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Halysidota
Kricogonia lyside,1920581,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Kricogonia
Leptinotarsa haldemani,4990495,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Leptinotarsa
Phyciodes vesta,1918972,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Phyciodes
Thessalia theona,1895886,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Thessalia
Buteo albonotatus,2480541,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo
Toxostoma longirostre,5231710,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma
Sceloporus variabilis,2451285,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus
Agapostemon melliventris,5042878,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon
Anthocharis sara,1919700,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis
Anthophora californica,5040129,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora
Anthophora curta,10591917,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora
Anthophora urbana,5040435,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora
Apiomerus californicus,8741006,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Apiomerus
Augochlorella pomoniella,1352577,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella
Cicindela hemorrhagica,1034705,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela
Cicindela trifasciata,1034724,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela
Eleodes acuticauda,8698067,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes
Glycaspis brimblecombei,2013501,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Glycaspis
Halictus farinosus,1353425,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus
Lactista gibbosus,1710173,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Lactista
Lasioglossum sisymbrii,1354683,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum
Megachile parallela,1336077,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile
Melanoplus cinereus,1699339,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus
Palpada mexicana,1533359,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Palpada
Parancistrocerus declivatus,1332021,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Parancistrocerus
Rhynchophorus palmarum,5008540,Animalia,Arthropoda,Insecta,Coleoptera,Dryophthoridae,Rhynchophorus
Stagmomantis californica,1404928,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis
Anuroctonus pococki,8021902,Animalia,Arthropoda,NA,Scorpiones,Chactidae,Anuroctonus
Aphonopelma steindachneri,2153641,Animalia,Arthropoda,NA,Araneae,Theraphosidae,Aphonopelma
Bothriocyrtum californicum,2163805,Animalia,Arthropoda,NA,Araneae,Halonoproctidae,Bothriocyrtum
Cyclosa turbinata,2158261,Animalia,Arthropoda,NA,Araneae,Araneidae,Cyclosa
Paravaejovis puritanus,7978005,Animalia,Arthropoda,NA,Scorpiones,Vaejovidae,Paravaejovis
Serradigitus gertschi,6893195,Animalia,Arthropoda,NA,Scorpiones,Vaejovidae,Serradigitus
Gymnothorax mordax,2404017,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax
Hypsypops rubicundus,2398736,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops
Kyphosus azureus,8173912,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Kyphosus
Paralabrax clathratus,2387731,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax
Paralabrax maculatofasciatus,2387722,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax
Semicossyphus pulcher,2384402,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus
Batrachoseps major,2431763,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps
Spea hammondii,2429783,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Spea
Xenopus laevis,5217334,Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus
Calocitta colliei,2482459,Animalia,Chordata,Aves,Passeriformes,Corvidae,Calocitta
Gelochelidon nilotica,2481263,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon
Tryngites subruficollis,2481773,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tryngites
Tyrannus crassirostris,5229690,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus
Zapteryx exasperata,2418986,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Zapteryx
Anniella stebbinsi,9090896,Animalia,Chordata,Reptilia,Squamata,Anniellidae,Anniella
Aspidoscelis hyperythra,2472403,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis
Crotalus ruber,2444393,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus
Sceloporus orcutti,2451342,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus
Corynactis californica,2260687,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis
Epiactis prolifera,2256759,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis
Pachycerianthus fimbriatus,2258602,Animalia,Cnidaria,Anthozoa,Spirularia,Cerianthidae,Pachycerianthus
Eucheilota bakeri,2267675,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lovenellidae,Eucheilota
Astrometis sertulifera,2274230,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Astrometis
Pisaster giganteus,2273740,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster
Ophioderma panamensis,5187987,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiodermatidae,Ophioderma
Ophiothrix spiculata,5187866,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Ophiothrix
Macoma nasuta,2286989,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma
Magallana gigas,7820753,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana
Mytilus galloprovincialis,2285683,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus
Tivela stultorum,2287789,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Tivela
Armina californica,2291819,Animalia,Mollusca,Gastropoda,Nudibranchia,Arminidae,Armina
Bulla gouldiana,5189989,Animalia,Mollusca,Gastropoda,Cephalaspidea,Bullidae,Bulla
Californiconus californicus,6510970,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus
Crucibulum spinosum,5192769,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crucibulum
Dendronotus iris,2292075,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus
Diaulula sandiegensis,2292473,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula
Flabellinopsis iodinea,2292277,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinopsidae,Flabellinopsis
Haliotis fulgens,2293073,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis
Hermissenda opalescens,8542531,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda
Mexacanthina lugubris,4364617,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Mexacanthina
Okenia rosacea,6788219,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Okenia
Olivella biplicata,2302763,Animalia,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella
Pleurobranchaea californica,2302610,Animalia,Mollusca,Gastropoda,Pleurobranchida,Pleurobranchaeidae,Pleurobranchaea
Triopha catalinae,2291810,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha
Aiolochroia thiona,2239252,Animalia,Porifera,Demospongiae,Verongiida,Aplysinidae,Aiolochroia
Spheciospongia confoederata,2251907,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Spheciospongia
Trirhabda flavolimbata,1047838,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Trirhabda
Pugettia producta,2226672,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia
Semibalanus cariosus,2115787,Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus
Dicamptodon ensatus,2432020,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Dicamptodon
Tamias sonomae,2437448,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias
Charina bottae,5225695,Animalia,Chordata,Reptilia,Squamata,Boidae,Charina
Zirfaea pilsbryi,2288787,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Zirfaea
Mopalia hindsii,2306055,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia
Amphibolips quercuspomiformis,10720449,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Amphibolips
Bagrada hilaris,4485918,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Bagrada
Blatta orientalis,5151589,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Blatta
Chimarocephala pacifica,1711418,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Chimarocephala
Eristalinus aeneus,1542830,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalinus
Gnorimoschema baccharisella,1851670,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Gnorimoschema
Inopus rubriceps,1578356,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Inopus
Lycaena gorgon,5139432,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena
Pieris marginalis,5137894,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris
Pacifastacus leniusculus,2226990,Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus
Aculus tetanothrix,4544042,Animalia,Arthropoda,NA,Trombidiformes,Eriophyidae,Aculus
Aphonopelma iodius,2153626,Animalia,Arthropoda,NA,Araneae,Theraphosidae,Aphonopelma
Philomachus pugnax,5229387,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Philomachus
Tamias merriami,2437444,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias
Potamopyrgus antipodarum,5192470,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus
Endrosis sarcitrella,1837172,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Endrosis
Hofmannophila pseudospretella,1836899,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Hofmannophila
Marmara arbutiella,1751163,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Marmara
Meconema meridionale,1690429,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Meconema
Nebria brevicollis,1035578,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria
Neoalcis californiaria,1970119,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Neoalcis
Nepytia phantasmaria,1971998,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Nepytia
Oegoconia novimundi,1845963,Animalia,Arthropoda,Insecta,Lepidoptera,Autostichidae,Oegoconia
Scaphinotus angusticollis,4988647,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Scaphinotus
Triphosa haesitata,1969961,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Triphosa
Metacarcinus gracilis,5863761,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus
Pagurus hirsutiusculus,2224219,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus
Pentidotea wosnesenskii,2204885,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Pentidotea
Telmessus cheiragonus,2222061,Animalia,Arthropoda,Malacostraca,Decapoda,Cheiragonidae,Telmessus
Anoplarchus purpurescens,2394914,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Anoplarchus
Oligocottus maculosus,2333746,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Oligocottus
Pholis ornata,5210410,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis
Ambystoma gracile,2431998,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma
Cerorhinca monocerata,2481324,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cerorhinca
Anthopleura artemisia,2256847,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura
Metridium senile,5183974,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium
Urticina grebelnyi,4339144,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina
Cyanea ferruginea,5185438,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea
Evasterias troschelii,4305407,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias
Cucumaria miniata,5188234,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria
Pododesmus macrochisma,2286130,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus
Saxidomus gigantea,2287849,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus
Hermissenda crassicornis,2292241,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda
Neverita lewisii,7932770,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita
Nucella lamellosa,5193451,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella
Onchidoris bilamellata,5190124,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Onchidoris
Prophysaon foliolatum,2294061,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Prophysaon
Mopalia lignosa,2306069,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia
Tonicella lineata,2306813,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella
Orchesella villosa,2120979,Animalia,Arthropoda,Collembola,NA,Orchesellidae,Orchesella
Aeshna umbrosa,1425250,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna
Ancistrocerus antilope,5037413,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ancistrocerus
Andrena hirticincta,1357383,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena
Camponotus novaeboracensis,5033385,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus
Carabus granulatus,1036789,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus
Cassida rubiginosa,4990526,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cassida
Crambus laqueatellus,1880078,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crambus
Cydalima perspectalis,4532122,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cydalima
Eulithis diversilineata,1965805,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis
Euphyes vestris,1942947,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Euphyes
Lacinipolia renigera,1799870,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia
Larinus carlinae,1183708,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Larinus
Megachile rotundata,1335648,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile
Nephelodes minians,1765172,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Nephelodes
Pasiphila rectangulata,4523885,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Pasiphila
Plagiodera versicolora,1048626,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Plagiodera
Polydrusus impressifrons,1176504,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Polydrusus
Pyrrhocoris apterus,4486826,Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Pyrrhocoris
Sitochroa palealis,1886579,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Sitochroa
Sphecodina abbottii,1861759,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphecodina
Tetracis cachexiata,5144575,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Tetracis
Toxonevra superba,1676596,Animalia,Arthropoda,Insecta,Diptera,Pallopteridae,Toxonevra
Wallengrenia otho,1950384,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Wallengrenia
Cheiracanthium mildei,2164198,Animalia,Arthropoda,NA,Araneae,Cheiracanthiidae,Cheiracanthium
Enoplognatha ovata,2158077,Animalia,Arthropoda,NA,Araneae,Theridiidae,Enoplognatha
Myrmarachne formicaria,2175367,Animalia,Arthropoda,NA,Araneae,Salticidae,Myrmarachne
Carassius auratus,4286942,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius
Luxilus cornutus,2366967,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus
Semotilus atromaculatus,2360481,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Semotilus
Microtus pennsylvanicus,2438655,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus
Acromyrmex versicolor,1320667,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex
Argia pallens,5051397,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Ministrymon leda,1928214,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Ministrymon
Moneilema gigas,1119667,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Moneilema
Polistes arizonensis,1310885,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes
Thasus neocalifornicus,2050094,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Thasus
Xylocopa californica,1342141,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa
Aphonopelma chalcodes,2153629,Animalia,Arthropoda,NA,Araneae,Theraphosidae,Aphonopelma
Olios giganteus,2162019,Animalia,Arthropoda,NA,Araneae,Sparassidae,Olios
Paravaejovis spinigerus,7525188,Animalia,Arthropoda,NA,Scorpiones,Vaejovidae,Paravaejovis
Incilius alvarius,2422432,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius
Contopus pertinax,5229730,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus
Cynanthus latirostris,5228542,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus
Jacana spinosa,9520263,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Jacana
Peucaea carpalis,7341576,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Peucaea
Pecari tajacu,2440995,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari
Coleonyx variegatus,2447244,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx
Gopherus morafkai,7704598,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus
Heloderma suspectum,2460817,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma
Sceloporus clarkii,2451192,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus
Latrodectus mactans,2157949,Animalia,Arthropoda,NA,Araneae,Theridiidae,Latrodectus
Lepisosteus oculatus,2346692,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus
Aspidoscelis sexlineata,2472425,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis
Kinosternon subrubrum,9195555,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon
Regina grahamii,5222697,Animalia,Chordata,Reptilia,Squamata,Natricidae,Regina
Tropidoclonion lineatum,2454441,Animalia,Chordata,Reptilia,Squamata,Natricidae,Tropidoclonion
Entomobrya intermedia,2120815,Animalia,Arthropoda,Collembola,NA,Entomobryidae,Entomobrya
Aeshna palmata,1425279,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna
Amphimallon majale,1063806,Animalia,Arthropoda,Insecta,Coleoptera,Melolonthidae,Amphimallon
Bombus flavifrons,1340467,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Camponotus modoc,5033683,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus
Cicindela oregona,1034806,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela
Lambdina fiscellaria,1962900,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lambdina
Lophocampa argentata,1817727,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Lophocampa
