"species","taxonKeys","Kingdom","Phylum","Class","Order","Family","Genus","fileName","AUCtest","AUCdiff","CBItest","threshold","nobs","nthin","importantVars","importantValue","percentContribution","Features","Regularization","AUCtrain"
"Thyanta accerra",2078969,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Thyanta","Thyanta_accerra.csv",0.668458247221095,0.109039286536867,0.78475,0.66864462,230,230,"AHM;CMD;DD_0;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","6.1357;16.9353;24.243;15.273;0.4103;0;1.0828;13.9692;0.7132;3.4387;0.0752;17.7237","5.1867;7.0535;16.0292;7.801;32.5121;0;0.6188;8.9938;2.6617;1.6497;0.4805;17.013","P",2.5,0.678491913463558
"Thymelicus lineola",8133678,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Thymelicus","Thymelicus_lineola.csv",0.782185015315393,0.0987189442647816,0.83075,0.46887607,1780,1766,"AHM;DD18;EMT;EXT;Eref;MCMT;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;RH;SHM;Tave_at;bFFP","1.0099;12.0736;2.4726;0.5779;2.8602;16.249;1.138;20.5316;1.4057;14.067;3.3518;5.7912;1.2073;10.2506;5.5513;1.4623","1.389;34.0845;8.6743;0.6682;2.9983;5.3748;1.3097;0.6484;0.2292;32.6455;1.1887;1.8186;2.6932;1.0178;3.0089;2.251","P",0.5,0.762925039040262
"Thyridopteryx ephemeraeformis",1853312,"Animalia","Arthropoda","Insecta","Lepidoptera","Psychidae","Thyridopteryx","Thyridopteryx_ephemeraeformis.csv",0.739711079529061,0.0858841696405158,0.8685,0.56090312,881,865,"AHM;CMD;DD_0;EXT;Eref;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;0;18.4118;7.8529;36.9605;0;2.0322;8.8551;1.2086;13.62;7.6838;0.0933;0;2.0624;1.2195","0;13.2171;12.3203;7.2107;6.7649;0;0.4075;0.6554;3.746;4.6932;6.0733;5.6294;24.2954;0.3435;14.6433","L",1,0.783825113567084
"Thyris sepulchralis",10689940,"Animalia","Arthropoda","Insecta","Lepidoptera","Thyrididae","Thyris","Thyris_sepulchralis.csv",0.701745393909573,0.206593438307322,0.6815,0.73813375,25,25,"CMD;EXT;Eref;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH","0;0;10.4011;32.3249;21.516;0;0;0;1.2237;30.1496;4.3848","0;0;12.7827;22.9031;10.2283;0;0;0;6.8371;47.0219;0.227","LQH",1,0.697408312958435
"Toxomerus geminatus",1534234,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Toxomerus","Toxomerus_geminatus.csv",0.769152137502759,0.0908791662410815,0.886,0.55140483,2691,2670,"AHM;CMD;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.9595;8.2258;1.1468;18.302;10.9761;0.2078;15.4328;1.204;2.745;12.7157;22.177;0.8887;4.6328;0.3861","4.7822;0.9927;0.1448;22.8562;8.1136;1.5686;7.2162;10.8218;1.876;4.718;26.4049;3.0147;0.4844;7.006","LQH",0.5,0.804015279779479
"Toxomerus marginatus",1534183,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Toxomerus","Toxomerus_marginatus.csv",0.772067498949208,0.123956605442615,0.87525,0.58284462,4337,4263,"AHM;CMD;DD18;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","3.3442;24.4997;5.4138;16.7043;1.121;11.2198;3.7516;8.8666;6.6766;6.8543;0.1433;0.3378;5.534;5.5329","3.8667;20.9661;6.9497;13.987;7.4623;3.4246;1.3182;9.8198;0.6083;1.6796;4.4919;6.8071;3.6688;14.9498","P",0.5,0.812148871128928
"Toxomerus occidentalis",1534167,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Toxomerus","Toxomerus_occidentalis.csv",0.888742275865892,0.0753645897613502,0.9635,0.52655293,361,354,"AHM;CMD;DD18;DD_0;EXT;MCMT;PAS;PPT_at;PPT_sm;PPT_wt;RH;SHM","0.7871;1.4916;7.8385;34.5212;0;39.457;0;4.5603;0.201;2.0293;3.3266;5.7874","0.0247;0.1644;12.8028;31.7656;0;36.825;0;1.8164;2.2649;1.4025;5.8545;7.0792","Q",1.5,0.899594509764001
"Toxomerus politus",1534097,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Toxomerus","Toxomerus_politus.csv",0.729136831544903,0.176062762516817,0.60225,0.65661414,1507,1484,"AHM;CMD;EXT;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","1.0457;17.1801;5.2502;8.6821;0.9687;0.0786;15.5071;1.7979;7.2417;12.0504;7.7054;2.4826;20.0095","0.1316;4.7697;6.6585;6.3444;0.1381;20.0592;4.6596;0.856;5.7254;6.1792;9.1378;4.2692;31.0713","P",2.5,0.734870979521681
"Toxonevra superba",1676596,"Animalia","Arthropoda","Insecta","Diptera","Pallopteridae","Toxonevra","Toxonevra_superba.csv",0.604043885985396,0.180250276964388,0.56225,0.50123997,205,204,"AHM;CMD;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH","2.1644;9.5761;2.706;22.3422;12.6024;2.2454;1.998;5.6552;21.8174;11.5322;7.3606","7.0471;9.783;14.33;4.389;4.3547;2.3715;7.2469;5.9817;11.6522;7.9698;24.8741","LQHP",0.5,0.792827814886638
"Toxostoma bendirei",5231697,"Animalia","Chordata","Aves","Passeriformes","Mimidae","Toxostoma","Toxostoma_bendirei.csv",0.766418021806027,0.120477061106073,0.75025,0.58866538,995,992,"AHM;DD_0;EXT;Eref;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","16.6802;7.1362;0;10.834;32.7405;0;0.0436;6.1153;0.0125;0;17.6103;8.8273","3.9618;5.5121;0.0263;0.28;12.5724;0;3e-04;5.9311;0.0083;2.2994;18.0195;51.3889","Q",1,0.80271372661968
"Toxostoma crissale",5231693,"Animalia","Chordata","Aves","Passeriformes","Mimidae","Toxostoma","Toxostoma_crissale.csv",0.792101867002231,0.0544192778513461,0.95875,0.57247628,2942,2941,"CMI;DD_0;EXT;Eref;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","1.2294;6.0617;2.7117;3.7362;16.6711;0;0;9.5984;8.9897;2.736;31.9391;16.3266","3.9041;1.8313;4.5239;20.4097;27.3343;0;0.1626;5.1678;5.9848;1.7985;19.6603;9.2227","P",2,0.826009400169192
"Toxostoma curvirostre",5231688,"Animalia","Chordata","Aves","Passeriformes","Mimidae","Toxostoma","Toxostoma_curvirostre.csv",0.679504617827206,0.0823251034203105,0.94125,0.56252331,9823,9784,"AHM;CMD;DD18;DD_0;EXT;Eref;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","3.4878;20.7546;7.7322;8.3966;1.6719;0.2599;13.0371;1.7061;0;20.2401;0;1.1991;18.9972;2.5174","5.4794;6.122;5.1573;23.4388;2.6528;0.6047;4.3414;5.2376;1.6523;12.146;6.1009;2.4528;4.6408;19.9732","P",0.5,0.753922107815533
"Toxostoma longirostre",5231710,"Animalia","Chordata","Aves","Passeriformes","Mimidae","Toxostoma","Toxostoma_longirostre.csv",0.824190395476845,0.139442198613844,0.9695,0.60498133,1640,1607,"AHM;CMD;DD18;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_wt;RH;SHM;bFFP","13.7712;9.8528;3.2935;0;21.2902;0;4.9053;0;0;13.1358;9.2475;0;24.5036","9.3318;2.258;4.6006;0;1.6885;0;0.1091;40.6567;0;5.7364;18.5718;0;17.047","LQ",2.5,0.859904560566816
"Toxostoma redivivum",5231713,"Animalia","Chordata","Aves","Passeriformes","Mimidae","Toxostoma","Toxostoma_redivivum.csv",0.601813238758547,0.167423675012084,0.98975,0.58211111,3297,3270,"AHM;CMD;DD_0;EXT;MCMT;MSP;MWMT;PAS;PPT_sm;PPT_wt;RH;SHM;Tave_sp","44.1133;0.6576;23.8232;3.6042;1.4052;15.7492;0;0;0.1373;0.1134;0;0.383;10.0137","28.1335;0.052;50.2738;0.2969;0.5385;3.1444;0;0;15.476;0.0164;0.2019;0.0979;1.7686","LQ",0.5,0.842331013392386
"Toxostoma rufum",9479809,"Animalia","Chordata","Aves","Passeriformes","Mimidae","Toxostoma","Toxostoma_rufum.csv",0.731983853876953,0.0642501810467843,0.96175,0.57622302,68769,68300,"AHM;CMD;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.7482;6.8453;0;8.1501;3.7361;22.7619;8.916;10.7469;5.7549;14.2087;10.7307;0;0;7.4011","0.3609;5.9263;0;0.1427;0.5837;32.2796;12.7731;0.1774;1.2848;29.6812;0.4521;0;0;16.3382","H",1,0.807124871252277
"Trachemys scripta",2443002,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Trachemys","Trachemys_scripta.csv",0.752560001490685,0.0822677027893835,0.8665,0.5754591,7661,7534,"AHM;CMD;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","9.8343;24.1525;31.982;0.0102;11.5838;1.5015;6.4564;2.2036;1.6756;3.4892;0.0794;0.7106;2.6399;3.6809","28.7386;11.4307;5.1852;3.8864;5.2364;0.128;0.9546;14.4336;0.5596;15.8648;0.8911;5.2317;2.6333;4.8258","P",0.5,0.804345460264017
"Trachymela sloanei",1048549,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Trachymela","Trachymela_sloanei.csv",0.89460142466334,0.0737681565701267,0.92375,0.50633903,280,274,"AHM;CMD;DD_18;EXT;Eref;MAP;MCMT;MSP;MWMT;PAS;PPT_at;PPT_sp;RH;SHM;Tave_at;bFFP","4.1446;1.5692;21.8436;0.0231;4.1784;1.8077;6.3135;2.0114;16.4504;0;6.7903;7.687;3.4383;6.7449;0.0044;16.9931","13.854;2.2444;0.8714;2.5604;3.0108;0.2148;0.2308;14.3168;26.5388;0;1.8355;1.122;2.2849;0.7837;0.9134;29.2182","P",1,0.925693745280644
"Tramea carolina",1428483,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Tramea","Tramea_carolina.csv",0.746587388339901,0.0460631707849951,0.7945,0.54875405,1315,1282,"AHM;CMD;EXT;MAP;MSP;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","9.7217;0;0;11.8561;0;0;24.7927;0;40.5052;0.1098;13.0145;0","2.4192;3.2347;4.2737;0.7703;19.4704;7.2673;13.2822;0;11.9934;0.9498;36.3391;0","Q",1.5,0.737446552825198
"Tramea lacerata",1428475,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Tramea","Tramea_lacerata.csv",0.805181186643865,0.068977987205074,0.976,0.59280765,3342,3313,"AHM;CMD;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","3.4988;8.4296;9.9456;4.069;8.8096;2.7885;5.8552;2.4198;24.3329;10.64;9.5066;2.042;7.6624","7.6826;1.5007;3.5708;2.6034;4.3566;1.1542;0.8269;0.4175;15.1008;25.8167;10.1787;0.9252;25.8659","LQHP",0.5,0.789640330673535
"Tramea onusta",1428484,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Tramea","Tramea_onusta.csv",0.732877242794137,0.169803540634267,0.85425,0.56025411,1712,1683,"AHM;CMD;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","6.8311;17.1346;5.6165;11.9919;0;3.2073;0.0035;0;0;12.6985;11.2501;8.6855;0.2136;22.3673","18.2867;2.8435;1.5244;17.0446;2.5586;1.1309;4.1766;0.9798;0;17.6492;5.7938;14.9138;0.0307;13.0675","P",3,0.760007361314551
"Trichiotinus texanus",1081841,"Animalia","Arthropoda","Insecta","Coleoptera","Cetoniidae","Trichiotinus","Trichiotinus_texanus.csv",0.848236837012879,0.11856808598675,0.89075,0.53695341,235,235,"AHM;EXT;Eref;MWMT;PAS;PPT_sm;PPT_wt;RH;bFFP","11.8452;21.8398;7.2873;6.1577;10.8824;9.3714;4.2729;3.8935;24.4498","27.9847;6.85;3.0785;2.6011;9.8278;27.0494;12.0214;6.9809;3.6062","P",0.5,0.881343784994401
"Trichodezia albovittata",1978493,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Trichodezia","Trichodezia_albovittata.csv",0.782968056226004,0.109860339996998,0.9065,0.5259599,1118,1115,"AHM;CMD;CMI;DD18;EXT;Eref;MCMT;PAS;PPT_sm;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","0;8.5192;0;45.8745;7.2687;0.2471;22.5287;0.4069;0;5.9585;8.4845;0.712;0;0;0","0.1051;2.7169;0.8515;57.558;15.001;0.2863;6.7221;0.1142;0.0649;0.711;15.8253;0.0438;0;0;0","H",3,0.794428620100335
"Trichonephila clavipes",10886629,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Trichonephila","Trichonephila_clavipes.csv",0.793202273444557,0.101925976880373,0.9065,0.53376912,2250,2077,"AHM;CMD;EMT;EXT;Eref;MAP;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;RH;SHM;bFFP","0.1233;3.2592;2.7104;0;19.0866;4.8648;16.9891;10.0933;13.3137;19.2501;3.1074;4.3119;1.1354;0.5953;1.1596","0.1303;20.6213;0.494;0.0956;0.5487;2.8654;9.5037;6.5019;15.9409;38.3409;0.3942;0.9824;2.2138;0.1474;1.2194","LQH",1,0.821822268970756
"Trichopoda lanipes",5059829,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Trichopoda","Trichopoda_lanipes.csv",0.696590054887497,0.149317832275797,0.58125,0.48500417,266,266,"CMD;EXT;MAP;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","13.2228;0;0.4188;0;3.171;6.366;6.7858;9.7443;0.1335;39.9467;20.2111","6.5814;3.2536;4.3729;1.1856;1.2862;31.0318;5.537;5.6613;3.5988;33.1252;4.3662","P",0.5,0.779610903443068
"Trichopoda pennipes",1476105,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Trichopoda","Trichopoda_pennipes.csv",0.725282210373578,0.0608809506975266,0.752,0.51085474,917,914,"AHM;CMD;DD1040;DD_0;EXT;Eref;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","5.5688;12.829;8.6202;2.5505;11.7121;5.4928;1.407;0.05;0.5907;0.2517;3.2983;17.1829;12.8436;2.9533;6.8977;7.7515","1.7077;1.6878;11.2738;6.8016;6.1395;2.4493;0.3922;0.6781;4.0802;0.4695;2.1519;18.3993;34.4639;6.3288;1.0426;1.9338","LQHP",0.5,0.799772924932797
"Trigoniulus corallinus",1026972,"Animalia","Arthropoda","Diplopoda","Spirobolida","Trigoniulidae","Trigoniulus","Trigoniulus_corallinus.csv",0.878402031489689,0.0635237628560818,0.81275,0.56652297,241,225,"AHM;CMD;DD18;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;eFFP","0;0;0;9.4588;0;39.225;25.2909;0;0;0;7.0289;0;9.5377;0;9.4588","0;0;3.2444;0.6505;0;21.6184;23.9486;0;1.1571;0;0.6767;0;1.6625;0;47.0419","LQH",3,0.909061390157281
"Trimerotropis fontana",1709274,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Trimerotropis","Trimerotropis_fontana.csv",0.859662418433496,0.135136028875988,0.9255,0.48034074,246,246,"AHM;CMD;DD18;DD_0;EXT;MCMT;PAS;PPT_at;PPT_sm;PPT_sp;RH;SHM","36.4556;0;0.375;0;0;6.8579;0;0;10.7437;0;8.8309;36.7369","3.7065;1.2792;0.0234;24.9624;0;3.1869;0;0;26.6519;18.7922;6.7705;14.627","H",3,0.879330347507015
"Trimerotropis pallidipennis",1709239,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Trimerotropis","Trimerotropis_pallidipennis.csv",0.782008936819711,0.204442547567528,0.79925,0.46140857,1505,1496,"AHM;CMD;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","8.8227;0.396;14.1448;12.9345;0.6649;20.3346;0.842;0;8.7019;25.3227;0.121;7.4493;0;0.2655","41.2165;1.1146;1.7814;2.8406;0.802;1.8839;1.4063;0.6949;3.1392;38.0215;0.7502;2.2688;0.0474;4.0327","P",3,0.815616362677006
"Tringa flavipes",2481721,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa_flavipes.csv",0.737198438572701,0.108515398221115,0.87725,0.59153027,38934,36799,"AHM;CMD;CMI;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.0748;27.2596;0;17.2873;16.0826;4.4743;0;0.1608;0;2.0636;1.8722;2.7395;14.2383;0;13.747","4.7719;12.5458;0.7478;23.7532;9.8632;6.0843;0;1.8367;0.0396;0.1198;4.9339;1.7391;8.6553;0;24.9093","P",2,0.76111013284344
"Tringa incana",9733156,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa_incana.csv",0.836520292320609,0.101305415475551,0.84525,0.44480957,1370,956,"AHM;CMI;DD18;DD_0;EXT;PAS;PPT_at;PPT_sm;PPT_sp;RH;SHM;Tave_sp;bFFP","1.8771;13.1443;7.7348;4.8427;3.2219;6.8195;0.9947;19.2625;10.7865;0.7819;10.5867;12.5472;7.4002","2.3496;1.3306;11.4029;13.0603;17.8035;1.9885;0.4212;7.6604;4.5583;3.9751;8.9189;2.2286;24.3022","P",0.5,0.88184369170452
"Tringa melanoleuca",2481720,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa_melanoleuca.csv",0.674835381567964,0.172185873059857,0.8225,0.62843665,48750,46124,"AHM;CMD;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","9.7763;3.2734;0;13.2294;8.3322;7.0848;0;14.4482;9.1669;7.4612;8.7536;11.6073;0;6.8668","3.628;3.3057;0.0953;7.3963;1.5706;4.7588;0;5.1907;0.5029;25.5032;4.004;4.4073;0;39.6372","LQHP",2,0.763153706972483
"Tringa semipalmata",5789298,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa_semipalmata.csv",0.768171122485071,0.116805383664651,0.87475,0.61452796,19768,17328,"AHM;CMD;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.5389;22.4022;21.9526;9.4674;0.2778;5.1927;7.0518;0.1385;12.9342;0.0176;14.8626;0;5.1636","0.1982;19.4419;24.8136;17.4884;0.4285;5.0467;9.1777;0.049;2.9157;0.018;18.6724;0;1.7498","P",2.5,0.747657726743146
"Tringa solitaria",2481710,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa_solitaria.csv",0.759333008073342,0.0905513352586576,0.90625,0.60562707,38046,36589,"AHM;CMD;CMI;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;37.8517;0;27.2473;0;3.8992;0;20.6478;0;0;1.9367;0;3.1977;0;5.2196","0;13.6912;0;28.4105;12.7425;1.5308;0;5.605;0;0;2.9642;0.0272;2.5535;0;32.4751","P",3,0.759878632719675
"Triphosa haesitata",1969961,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa","Triphosa_haesitata.csv",0.788398373619006,0.222815702392041,0.783,0.75479855,352,342,"AHM;CMD;DD18;DD_0;EMT;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","12.2459;13.4884;21.8667;6.2792;2.2237;2.3906;5.4955;9.003;0;0;1.0783;6.6651;0;0;0.5958;15.5892;3.0787","2.0767;0.1183;20.8557;0.2181;64.1816;0.1151;0.0728;0.161;0;0;0.042;2.9532;0.921;0.0039;3.6673;0.1747;4.4385","L",1,0.77258471712551
"Trirhabda bacharidis",1047835,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Trirhabda","Trirhabda_bacharidis.csv",0.687491696826389,0.183973923924557,0.73525,0.58473195,230,211,"AHM;EXT;Eref;MAP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH","1.6543;4.455;5.8083;1.2146;0.3833;13.9187;0.7548;13.6401;13.593;8.7312;35.8467","0.217;8.4219;5.9151;0.3727;0.1892;9.3009;3.2674;1.6818;11.2265;1.9305;57.4769","LQH",0.5,0.859956413331049
"Trirhabda flavolimbata",1047838,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Trirhabda","Trirhabda_flavolimbata.csv",0.909788391403764,0.083456884340904,0.8325,0.54237618,61,59,"AHM;CMI;DD_18;EXT;MCMT;MSP;PAS;PPT_at;PPT_sm;RH;SHM;Tave_sp;eFFP","0;77.5215;0;0;16.5851;0.4426;0;0;0;1.9101;0;0;3.5406","0;46.6676;0;31.7819;16.108;0.0019;0;0;0;2.9255;0;0;2.5151","H",3,0.941502924853757
"Troglodytes aedon",5231459,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes_aedon.csv",0.694851860056119,0.146402816288552,0.895,0.60960529,94994,92448,"AHM;CMD;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;23.6727;38.419;0;23.6772;0;0;0;0;0;0;0;0;14.2311","0;48.4986;45.6781;0.0344;2.9005;0;0;0;0;0;0;0;0;2.8884","Q",3,0.690946207807099
"Troglodytes hiemalis",7340825,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes_hiemalis.csv",0.753140594379831,0.12623022933313,0.8645,0.5586171,40997,40632,"AHM;CMD;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","5.5411;4.4922;12.8921;0;8.9351;4.7255;17.0718;0;22.3623;0;0;23.9799","0.7329;1.1581;0.26;0;2.2282;4.9805;64.6717;7.0595;5.6788;0;0;13.2302","LQHP",3,0.813459494927883
"Troglodytes pacificus",9533566,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes_pacificus.csv",0.740274282496567,0.0788650158208886,0.9925,0.55623862,13103,12724,"AHM;CMD;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;RH;SHM;Tave_sp;bFFP","0;12.6808;12.5179;24.613;16.1726;4.1655;0;0;0.0597;29.7906;0;0;0","0;26.6147;1.2651;35.3017;1.2059;3.6939;0;0;0.0401;24.0682;0;0;7.8104","LQ",2.5,0.855388022322365
"Tropidoclonion lineatum",2454441,"Animalia","Chordata","Reptilia","Squamata","Natricidae","Tropidoclonion","Tropidoclonion_lineatum.csv",0.670867313101327,0.155499208390686,0.56675,0.56081514,317,317,"DD_0;EXT;MCMT;PAS;PPT_sm;PPT_sp;PPT_wt;RH;SHM;bFFP","9.6592;13.9906;22.6862;0.6805;1.7136;3.5845;25.5138;16.7639;5.4077;0","9.0585;6.7673;27.5609;0.0082;6.4583;8.6392;19.9983;7.2252;13.034;1.25","H",2,0.744440843558693
"Tryngites subruficollis",2481773,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tryngites","Tryngites_subruficollis.csv",0.775318908224007,0.101905369155692,0.9485,0.54885161,3839,3613,"AHM;CMD;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","8.0785;23.0637;0;3.9959;3.8727;7.5999;5.1842;5.4296;2.537;4.9059;7.4413;11.9428;1.2091;14.7394","9.6787;17.3437;6e-04;1.2157;21.4332;0.9792;2.5479;8.9517;0.1739;1.7882;3.1098;17.5975;0.132;15.048","P",0.5,0.787504533912985
"Trypoxylon politum",8107175,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Trypoxylon","Trypoxylon_politum.csv",0.733827399038254,0.104816877211456,0.81725,0.61791821,554,550,"AHM;DD18;EXT;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;0.0582;0;0;0;0;16.7824;11.3998;22.447;18.9561;9.7465;3.7665;16.8435","0.2381;0.009;0;0;0;0;12.2332;1.7764;14.1689;11.8441;47.2738;0.1716;12.2849","LQ",2,0.666344537815126
"Tylozygus geometricus",2041741,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Tylozygus","Tylozygus_geometricus.csv",0.651828491677887,0.114741271245451,0.563,0.52954854,186,181,"AHM;CMD;DD18;EXT;Eref;MAP;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","0.8147;3.7285;9.0583;20.254;15.4969;3.0731;5.3405;3.2572;10.681;3.9705;9.0711;9.2305;2.2371;2.3649;1.4215","0.5178;6.628;1.9575;11.1186;17.8268;0.198;3.4809;1.4268;9.5141;2.8064;3.4974;27.0673;2.8564;10.9337;0.1702","H",0.5,0.768046308101557
"Typocerus velutinus",4292724,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Typocerus","Typocerus_velutinus.csv",0.792273396871933,0.0821441371475505,0.92225,0.57117242,1267,1260,"AHM;CMD;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","33.4049;2.9068;23.2219;2.3411;0.6715;0.5699;0.9299;23.6031;0;1.2318;7.1815;3.9376","8.2215;2.8546;9.2225;5.1388;1.0335;5.071;22.296;9.1501;1.7746;3.9698;7.3373;23.9304","P",2.5,0.749968795032919
"Tyrannus couchii",5229684,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus_couchii.csv",0.77876005684092,0.0937093440231771,0.88375,0.55893053,3968,3385,"AHM;CMD;CMI;DD18;DD_0;EXT;Eref;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.7062;10.7663;0;0;0;2.44;0;9.3779;42.2288;0;0;6.7364;27.4604;0.2817;0.0024;0","0.1223;9.1153;2.1294;0.0212;0;2.6768;0;6.2627;71.8543;0;0;1.1326;6.3421;0.0725;0.2707;0","LQ",1.5,0.830232308312072
"Tyrannus crassirostris",5229690,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus_crassirostris.csv",0.757460651876341,0.179886766238598,0.787,0.55897462,1463,1451,"AHM;CMD;DD_0;EMT;EXT;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","11.5131;3.1818;2.0039;35.0103;0.5307;12.1832;0;5.8481;4.5702;6.1671;4.6804;0.5835;5.2571;8.4706","17.6471;2.0331;14.5961;9.9392;2.1492;4.8633;0.2592;2.3901;12.4681;1.8852;1.7532;11.5701;10.6573;7.7888","P",0.5,0.851157031824605
